College,Major,Program,Course Prefix,Course Name,Color
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,AGB 214,Agribusiness Financial Accounting,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 402,Quality Assurance and Control of Dairy Products,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 229,Anatomy and Physiology of Farm Animals,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,BRAE 121,Agricultural Mechanics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 366,Veterinary Pharmacology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 371,Biochemical Principles,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 351,Reproductive Physiology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 128,General Chemistry for Agriculture and Life Science II,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,BIO 303,Survey of Genetics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 290,Animal Production and Management Enterprise,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 363,Undergraduate Seminar,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 217,Organic Chemistry II,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 340,Animal Welfare and Ethics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,FSN 335,Food Quality Assurance,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 310,Technical Veterinary Skills,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 320,Physiological Chemistry of Animals,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 127,General Chemistry for Agriculture and Life Science I (B1 & B3) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 330,Artificial Insemination and Embryo Biotechnology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 241,"Dairy Cattle Selection, Breeds, Fitting and Showing",#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 438,Systemic Animal Physiology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,AGB 301,Food and Fiber Marketing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 401,Physical and Chemical Properties of Dairy Products,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,AGC 404,Foundations of Agricultural Leadership,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 444,Dairy Microbiology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,AEPS 230,Environmental Horticulture,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 129,General Chemistry for Agriculture and Life Science III,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,PHYS 122,College Physics II,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,JOUR 203,News Reporting and Writing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 312,Survey of Organic Chemistry,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 230,General Dairy Husbandry,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,DSCI 321,Lactation Physiology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,MCRO 421,Food Microbiology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 407,Assisted Reproduction Technologies of Gametes and Embryos Laboratory,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,BIO 162,Introduction to Organismal Form and Function,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,AGB 212,Agricultural Economics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,CHEM 313,Survey of Biochemistry and Biotechnology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 490,Advanced Animal Production and Management Enterprise,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Dairy Science,Dairy Science,ASCI 311,Advanced Beef Cattle System Management,#ff99f1
orfaleacollegeofbusiness,Economics,Economics,BUS 214,Financial Accounting,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,HNRS/MATH 141,"Calculus I (B4) 1,3",#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 312,Intermediate Microeconomics II,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,BUS 391,Information Systems,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 460,Research Methodology in Applied Economics,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,STAT 301,Statistics I,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 339,Econometrics,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 395,Programming for Economics and Analytics,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 311,Intermediate Microeconomics I,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 222,Macroeconomics (D2) 1,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 461,Senior Project I,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 221,Microeconomics,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,BUS 392,Business Application Development,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,STAT 302,Statistics II,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 464,Applied Senior Project,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 313,Intermediate Macroeconomics,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,BUS 215,Managerial Accounting,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,ECON 462,Senior Project II,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,CPE/CSC 101,Fundamentals of Computer Science,#ac7efb
orfaleacollegeofbusiness,Economics,Economics,BUS 207,Legal Responsibilities of Business,#ac7efb
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 307,Digital Electronics and Integrated Circuits,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 415,Communication Systems Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,CPE/CSC 203,Project-Based Object-Oriented Programming and Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MATH 452,Numerical Analysis II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 530,Fourier Optics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 295,Energy Conversion Electromagnetics Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BMED 440,Bioelectronics and Instrumentation,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 407,Power Systems Analysis II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MATH 406,Linear Algebra III,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BIO 111,General Biology,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MATH 413,Introduction to Analysis II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 570,Selected Advanced Topics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 541,Advanced Microwave Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 412,Advanced Analog Circuits,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 509,Computational Intelligence,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 445,High Frequency Amplifier Design Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BMED/BRAE 213,Bioengineering Fundamentals,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 529,Microwave Device Electronics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MU 312,Sound Design: Recording,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 241,Electric Circuit Analysis Laboratory II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 368,Signals and Systems Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 413,Advanced Electronic Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,CHEM 124,General Chemistry for Physical Science and Engineering I (B1 & B3) 2,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 417,Nonlinear Dynamical Systems,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 133,General Physics III,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,ME 228,Engineering Design Communication,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,ENVE 331,Fundamentals of Environmental Engineering,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 322,Vibrations and Waves,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 408,Electromagnetic Fields and Waves I,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 212,Modern Physics II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,CPE/EE 532,VLSI Circuit Testing,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MATH 412,Introduction to Analysis I,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BMED 425,Biomedical Engineering Transport,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,CPE/EE 447,"Stringed Musical Instrument Acoustics, Mechanics, and Transducer Design",#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,ME 302,Thermodynamics I,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 402,Electromagnetic Waves,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 310,Physics of Energy,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 524,Solid State Electronics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 347,Digital Electronics and Integrated Circuits Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 520,Advanced Solar-Photovoltaic Systems Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 533,Antennas,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 409,Electronic Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BUS 311,Managing Technology in the International Legal Environment,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,IME 142,Manufacturing Processes: Materials Joining,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,IME 457,Advanced Electronic Manufacturing,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,ECON 330,International Trade Theory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,HNRS/MATH 141,Calculus I (B4) 2,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 403,Particle and Nuclear Physics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,ME 211,Engineering Statics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MATH 306,Linear Algebra II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,MATH 409,Complex Analysis II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 405,High Frequency Amplifier Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 516,Pattern Recognition,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,CPE/EE 133,Digital Design,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 111,Introduction to Electrical Engineering,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 480,Wireless Communications Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,CPE/CSC 101,Fundamentals of Computer Science,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE 403,Introduction to Photonics and Fiber Optics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,EE/PHYS 422,Polymer Electronics Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BMED 435/EE 473/MATE 435,Microfabrication Laboratory,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 323,Optics,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,BRAE/EE 434,Automotive Engineering for a Sustainable Future,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,PHYS 306,Classical Mechanics II,#ffbf00
collegeofengineering,Electrical Engineering,Electrical Engineering,ME 212,Engineering Dynamics,#ffbf00
